63360 126216 
44961 44962 10 
44813 44963 20 
44962 44963 15 
44814 44964 19 
44963 44964 14 
44815 44965 15 
44964 44965 18 
44816 44966 12 
44965 44966 20 
44817 44967 19 
44966 44967 17 
44818 44968 11 
44967 44968 10 
44819 44969 16 
44968 44969 20 
44820 44970 18 
44969 44970 16 
44821 44971 16 
44970 44971 16 
44822 44972 17 
44971 44972 13 
44823 44973 12 
44972 44973 18 
44824 44974 13 
44973 44974 20 
44825 44975 14 
44974 44975 19 
44826 44976 19 
44975 44976 14 
44827 44977 11 
44976 44977 14 
44828 44978 17 
44977 44978 18 
44829 44979 18 
44978 44979 17 
44830 44980 16 
44979 44980 14 
44831 44981 17 
44980 44981 20 
44832 44982 10 
44981 44982 14 
44833 44983 20 
44982 44983 15 
44834 44984 19 
44983 44984 18 
44835 44985 20 
44984 44985 14 
44836 44986 17 
44985 44986 20 
44837 44987 13 
44986 44987 13 
44838 44988 17 
44987 44988 20 
44839 44989 16 
44988 44989 11 
44840 44990 19 
44989 44990 10 
44841 44991 17 
44990 44991 17 
44842 44992 16 
44991 44992 12 
44843 44993 11 
44992 44993 11 
44844 44994 12 
44993 44994 11 
44845 44995 10 
44994 44995 19 
44846 44996 17 
44995 44996 11 
44847 44997 19 
44996 44997 18 
44848 44998 18 
44997 44998 20 
44849 44999 16 
44998 44999 20 
44850 45000 14 
44999 45000 20 
44851 45001 11 
45000 45001 13 
44852 45002 18 
45001 45002 18 
44853 45003 13 
45002 45003 12 
44854 45004 14 
45003 45004 16 
44855 45005 10 
45004 45005 20 
44856 45006 11 
45005 45006 12 
44857 45007 12 
45006 45007 19 
44858 45008 16 
45007 45008 12 
44859 45009 17 
45008 45009 12 
44860 45010 20 
45009 45010 11 
44861 45011 13 
45010 45011 16 
44862 45012 18 
45011 45012 10 
44863 45013 20 
45012 45013 11 
44864 45014 11 
45013 45014 19 
44865 45015 18 
45014 45015 16 
44866 45016 14 
45015 45016 15 
44867 45017 13 
45016 45017 15 
44868 45018 13 
45017 45018 10 
44869 45019 14 
45018 45019 16 
44870 45020 16 
45019 45020 14 
44871 45021 10 
45020 45021 10 
44872 45022 11 
45021 45022 18 
44873 45023 11 
45022 45023 12 
44874 45024 19 
45023 45024 20 
44875 45025 20 
45024 45025 18 
44876 45026 20 
45025 45026 19 
44877 45027 19 
45026 45027 16 
44878 45028 13 
45027 45028 14 
44879 45029 20 
45028 45029 19 
44880 45030 16 
45029 45030 16 
44881 45031 15 
45030 45031 20 
44882 45032 12 
45031 45032 10 
44883 45033 18 
45032 45033 15 
44884 45034 18 
45033 45034 15 
44885 45035 17 
45034 45035 14 
44886 45036 18 
45035 45036 13 
44887 45037 12 
45036 45037 16 
44888 45038 15 
45037 45038 13 
44889 45039 17 
45038 45039 15 
44890 45040 15 
45039 45040 20 
44891 45041 12 
45040 45041 11 
44892 45042 11 
45041 45042 12 
44893 45043 11 
45042 45043 17 
44894 45044 14 
45043 45044 12 
54831 45045 12 
45044 45045 16 
54717 45045 12 
44895 45046 18 
54689 45046 20 
44896 45047 12 
45046 45047 19 
44897 45048 14 
45047 45048 16 
44898 45049 14 
45048 45049 13 
44899 45050 11 
45049 45050 20 
44900 45051 12 
45050 45051 16 
44901 45052 10 
45051 45052 17 
44902 45053 19 
45052 45053 17 
44903 45054 20 
45053 45054 20 
44904 45055 15 
45054 45055 15 
54688 45055 17 
54765 45056 10 
54653 45056 20 
54764 45057 14 
45056 45057 13 
54763 45058 11 
45057 45058 19 
54762 45059 11 
45058 45059 16 
54761 45060 10 
45059 45060 13 
54760 45061 18 
45060 45061 13 
54759 45062 18 
45061 45062 14 
44905 45063 15 
45062 45063 18 
54758 45064 16 
45063 45064 19 
54757 45065 11 
45064 45065 16 
54756 45066 13 
45065 45066 10 
44906 45067 17 
45066 45067 14 
44907 45068 10 
45067 45068 10 
44908 45069 11 
45068 45069 14 
44909 45070 20 
45069 45070 18 
44910 45071 10 
45070 45071 17 
44911 45072 17 
45071 45072 19 
44912 45073 15 
45072 45073 10 
44913 45074 15 
45073 45074 19 
44914 45075 18 
45074 45075 12 
44915 45076 10 
45075 45076 14 
44916 45077 19 
45076 45077 10 
44917 45078 15 
45077 45078 16 
54755 45079 16 
45078 45079 15 
54754 45080 15 
45079 45080 18 
54753 45081 14 
45080 45081 20 
54752 45082 16 
45081 45082 11 
54751 45083 20 
45082 45083 17 
54750 45084 11 
45083 45084 10 
54749 45085 16 
45084 45085 16 
54748 45086 14 
45085 45086 10 
54747 45087 16 
45086 45087 13 
54746 45088 11 
45087 45088 10 
54745 45089 12 
45088 45089 15 
54652 45089 10 
44919 45090 15 
54625 45090 17 
44920 45091 12 
45090 45091 14 
44921 45092 14 
45091 45092 13 
44922 45093 13 
45092 45093 17 
44923 45094 20 
45093 45094 11 
44924 45095 14 
45094 45095 16 
44925 45096 10 
45095 45096 16 
44926 45097 12 
45096 45097 10 
44927 45098 11 
45097 45098 17 
44928 45099 11 
45098 45099 15 
44929 45100 15 
45099 45100 15 
44930 45101 12 
45100 45101 18 
44931 45102 17 
45101 45102 11 
44932 45103 17 
45102 45103 18 
44933 45104 14 
45103 45104 16 
44934 45105 14 
45104 45105 14 
44935 45106 10 
45105 45106 10 
44936 45107 20 
45106 45107 14 
44937 45108 10 
45107 45108 19 
44938 45109 15 
45108 45109 13 
44939 45110 14 
45109 45110 16 
44940 45111 17 
45110 45111 18 
44941 45112 12 
45111 45112 14 
44942 45113 20 
45112 45113 10 
44943 45114 18 
45113 45114 16 
44944 45115 17 
45114 45115 11 
44945 45116 13 
45115 45116 14 
44946 45117 15 
45116 45117 15 
44947 45118 16 
45117 45118 16 
44948 45119 20 
45118 45119 11 
44949 45120 19 
45119 45120 12 
44950 45121 16 
44951 45122 17 
45121 45122 11 
44952 45123 14 
45122 45123 17 
44953 45124 12 
45123 45124 20 
44954 45125 12 
45124 45125 11 
44955 45126 14 
45125 45126 16 
44956 45127 10 
45126 45127 19 
44957 45128 15 
45127 45128 13 
44958 45129 12 
45128 45129 17 
44959 45130 19 
45129 45130 18 
44960 45131 17 
45130 45131 16 
44961 45132 15 
45131 45132 20 
44962 45133 14 
45132 45133 14 
44963 45134 20 
45133 45134 16 
44964 45135 16 
45134 45135 20 
44965 45136 15 
45135 45136 11 
44966 45137 17 
45136 45137 18 
44967 45138 20 
45137 45138 14 
44968 45139 12 
45138 45139 15 
44969 45140 11 
45139 45140 10 
44970 45141 19 
45140 45141 11 
44971 45142 14 
45141 45142 16 
44972 45143 15 
45142 45143 17 
44973 45144 17 
45143 45144 15 
44974 45145 19 
45144 45145 12 
44975 45146 15 
45145 45146 14 
44976 45147 12 
45146 45147 19 
44977 45148 20 
45147 45148 11 
44978 45149 14 
45148 45149 16 
44979 45150 16 
45149 45150 13 
44980 45151 13 
45150 45151 18 
44981 45152 15 
45151 45152 12 
44982 45153 17 
45152 45153 10 
44983 45154 18 
45153 45154 17 
44984 45155 19 
45154 45155 19 
44985 45156 12 
45155 45156 13 
44986 45157 13 
45156 45157 17 
44987 45158 17 
45157 45158 10 
44988 45159 12 
45158 45159 20 
44989 45160 14 
45159 45160 14 
44990 45161 16 
45160 45161 12 
44991 45162 19 
45161 45162 16 
44992 45163 19 
45162 45163 19 
44993 45164 17 
45163 45164 19 
44994 45165 14 
45164 45165 16 
44995 45166 18 
45165 45166 10 
44996 45167 14 
45166 45167 12 
44997 45168 19 
45167 45168 11 
44998 45169 20 
45168 45169 18 
44999 45170 14 
45169 45170 16 
45000 45171 10 
45170 45171 20 
45001 45172 14 
45171 45172 18 
45002 45173 13 
45172 45173 13 
45003 45174 10 
45173 45174 16 
45004 45175 15 
45174 45175 19 
45005 45176 20 
45175 45176 12 
45006 45177 20 
45176 45177 11 
45007 45178 10 
45177 45178 12 
45008 45179 16 
45178 45179 16 
45009 45180 17 
45179 45180 17 
45010 45181 12 
45180 45181 11 
45011 45182 13 
45181 45182 17 
45012 45183 10 
45182 45183 19 
45013 45184 13 
45183 45184 19 
45014 45185 16 
45184 45185 18 
45015 45186 18 
45185 45186 18 
45016 45187 13 
45186 45187 15 
45017 45188 14 
45187 45188 18 
45018 45189 18 
45188 45189 20 
45019 45190 11 
45189 45190 13 
45020 45191 15 
45190 45191 17 
45021 45192 15 
45191 45192 16 
45022 45193 13 
45192 45193 11 
45023 45194 19 
45193 45194 11 
45024 45195 17 
45194 45195 18 
45025 45196 16 
45195 45196 20 
45026 45197 11 
45196 45197 14 
45027 45198 19 
45197 45198 12 
45028 45199 20 
45198 45199 16 
45029 45200 17 
45199 45200 10 
45030 45201 13 
45200 45201 19 
45031 45202 18 
45201 45202 17 
45032 45203 10 
45202 45203 18 
45033 45204 11 
45203 45204 17 
45034 45205 15 
45204 45205 14 
45035 45206 11 
45205 45206 19 
45036 45207 14 
45206 45207 16 
45037 45208 12 
45207 45208 17 
45038 45209 17 
45208 45209 14 
45039 45210 18 
45209 45210 16 
45040 45211 12 
45210 45211 13 
45041 45212 14 
45211 45212 14 
45042 45213 19 
45212 45213 19 
45043 45214 15 
45213 45214 16 
45044 45215 11 
45214 45215 14 
45045 45216 15 
45215 45216 19 
54624 45216 13 
45046 45217 13 
54596 45217 16 
45047 45218 13 
45217 45218 11 
45048 45219 14 
45218 45219 10 
45049 45220 19 
45219 45220 19 
45050 45221 20 
45220 45221 20 
45051 45222 12 
45221 45222 20 
45052 45223 16 
45222 45223 15 
45053 45224 12 
45223 45224 11 
45054 45225 17 
45224 45225 11 
45055 45226 18 
45225 45226 20 
54595 45226 13 
54659 45227 19 
54567 45227 17 
54658 45228 16 
45227 45228 20 
54657 45229 16 
45228 45229 12 
54656 45230 12 
45229 45230 12 
54655 45231 11 
45230 45231 15 
54654 45232 17 
45231 45232 11 
54653 45233 19 
45232 45233 14 
45056 45234 12 
45233 45234 13 
45057 45235 15 
45234 45235 10 
45058 45236 17 
45235 45236 20 
45059 45237 20 
45236 45237 15 
45060 45238 14 
45237 45238 11 
45061 45239 11 
45238 45239 12 
45062 45240 14 
45239 45240 15 
45063 45241 18 
45240 45241 12 
45064 45242 10 
45241 45242 14 
45065 45243 13 
45242 45243 13 
45066 45244 17 
45243 45244 15 
45067 45245 20 
45244 45245 14 
45068 45246 10 
45245 45246 20 
45069 45247 19 
45246 45247 18 
45070 45248 13 
45247 45248 14 
45071 45249 11 
45248 45249 17 
45072 45250 15 
45249 45250 15 
45073 45251 15 
45250 45251 14 
45074 45252 13 
45251 45252 19 
45075 45253 17 
45252 45253 17 
45076 45254 20 
45253 45254 19 
45077 45255 10 
45254 45255 12 
45078 45256 20 
45255 45256 18 
45079 45257 11 
45256 45257 10 
45080 45258 18 
45257 45258 20 
45081 45259 15 
45258 45259 16 
45082 45260 11 
45259 45260 18 
45083 45261 16 
45260 45261 18 
45084 45262 16 
45261 45262 13 
45085 45263 20 
45262 45263 15 
45086 45264 11 
45263 45264 19 
45087 45265 20 
45264 45265 10 
45088 45266 14 
45265 45266 18 
45089 45267 17 
45266 45267 17 
54652 45268 19 
45267 45268 18 
54651 45269 18 
45268 45269 13 
54650 45270 16 
45269 45270 15 
54649 45271 12 
45270 45271 20 
54648 45272 11 
45271 45272 12 
54647 45273 10 
45272 45273 17 
54566 45273 17 
45090 45274 18 
54545 45274 14 
45091 45275 15 
45274 45275 14 
45092 45276 18 
45275 45276 10 
45093 45277 19 
45276 45277 15 
45094 45278 12 
45277 45278 17 
45095 45279 12 
45278 45279 20 
45096 45280 11 
45279 45280 11 
45097 45281 13 
45280 45281 10 
45098 45282 20 
45281 45282 13 
45099 45283 16 
45282 45283 12 
45100 45284 19 
45283 45284 19 
45101 45285 20 
45284 45285 11 
45102 45286 16 
45285 45286 18 
45103 45287 18 
45286 45287 12 
45104 45288 18 
45287 45288 20 
45105 45289 14 
45288 45289 10 
45106 45290 14 
45289 45290 20 
45107 45291 17 
45290 45291 10 
45108 45292 14 
45291 45292 19 
45109 45293 16 
45292 45293 16 
45110 45294 18 
45293 45294 11 
45111 45295 11 
45294 45295 19 
45112 45296 11 
45295 45296 19 
45113 45297 13 
45296 45297 18 
45114 45298 10 
45297 45298 17 
45115 45299 13 
45298 45299 15 
45116 45300 13 
45299 45300 19 
45117 45301 12 
45300 45301 14 
45118 45302 10 
45301 45302 18 
45119 45303 20 
45302 45303 19 
45120 45304 20 
45303 45304 15 
45121 45305 15 
45122 45306 18 
45305 45306 19 
45123 45307 12 
45306 45307 19 
45124 45308 13 
45307 45308 15 
45125 45309 18 
45308 45309 12 
45126 45310 13 
45309 45310 19 
45127 45311 19 
45310 45311 20 
45128 45312 19 
45311 45312 17 
45129 45313 17 
45312 45313 20 
45130 45314 11 
45313 45314 17 
45131 45315 18 
45314 45315 18 
45132 45316 17 
45315 45316 12 
45133 45317 12 
45316 45317 17 
45134 45318 10 
45317 45318 13 
45135 45319 19 
45318 45319 17 
45136 45320 14 
45319 45320 19 
45137 45321 13 
45320 45321 13 
45138 45322 11 
45321 45322 17 
45139 45323 19 
45322 45323 20 
45140 45324 15 
45323 45324 12 
45141 45325 15 
45324 45325 10 
45142 45326 18 
45325 45326 20 
45143 45327 13 
45326 45327 10 
45144 45328 15 
45327 45328 17 
45145 45329 17 
45328 45329 17 
45146 45330 20 
45329 45330 17 
45147 45331 11 
45330 45331 20 
45148 45332 20 
45331 45332 15 
45149 45333 13 
45332 45333 10 
45150 45334 12 
45333 45334 11 
45151 45335 17 
45334 45335 17 
45152 45336 11 
45335 45336 20 
45153 45337 13 
45336 45337 12 
45154 45338 16 
45337 45338 19 
45155 45339 19 
45338 45339 18 
45156 45340 10 
45339 45340 13 
45157 45341 10 
45340 45341 15 
45158 45342 18 
45341 45342 13 
45159 45343 11 
45342 45343 15 
45160 45344 13 
45343 45344 20 
45161 45345 19 
45344 45345 16 
45162 45346 11 
45345 45346 13 
45163 45347 11 
45346 45347 11 
45164 45348 16 
45347 45348 20 
45165 45349 19 
45348 45349 14 
45166 45350 20 
45349 45350 11 
45167 45351 17 
45350 45351 18 
45168 45352 19 
45351 45352 13 
45169 45353 16 
45352 45353 15 
45170 45354 10 
45353 45354 19 
45171 45355 18 
45354 45355 19 
45172 45356 18 
45355 45356 13 
45173 45357 16 
45356 45357 19 
45174 45358 19 
45357 45358 11 
45175 45359 11 
45358 45359 15 
45176 45360 16 
45359 45360 19 
45177 45361 12 
45360 45361 12 
45178 45362 19 
45361 45362 17 
45179 45363 12 
45362 45363 10 
45180 45364 12 
45363 45364 11 
45181 45365 16 
45364 45365 12 
45182 45366 18 
45365 45366 15 
45183 45367 11 
45366 45367 14 
45184 45368 16 
45367 45368 15 
45185 45369 11 
45368 45369 14 
45186 45370 19 
45369 45370 17 
45187 45371 16 
45370 45371 15 
45188 45372 20 
45371 45372 13 
45189 45373 12 
45372 45373 12 
45190 45374 10 
45373 45374 13 
45191 45375 13 
45374 45375 18 
45192 45376 15 
45375 45376 11 
45193 45377 13 
45376 45377 20 
45194 45378 17 
45377 45378 20 
45195 45379 12 
45378 45379 11 
45196 45380 17 
45379 45380 18 
45197 45381 20 
45380 45381 19 
45198 45382 16 
45381 45382 12 
45199 45383 17 
45382 45383 17 
45200 45384 12 
45383 45384 13 
45201 45385 16 
45384 45385 14 
45202 45386 19 
45385 45386 20 
45203 45387 20 
45386 45387 11 
45204 45388 14 
45387 45388 18 
45205 45389 19 
45388 45389 19 
45206 45390 15 
45389 45390 14 
45207 45391 10 
45390 45391 18 
45208 45392 11 
45391 45392 10 
45209 45393 13 
45392 45393 15 
45210 45394 12 
45393 45394 16 
45211 45395 15 
45394 45395 10 
45212 45396 10 
45395 45396 17 
45213 45397 20 
45396 45397 19 
45214 45398 13 
45397 45398 16 
45215 45399 19 
45398 45399 12 
45216 45400 15 
45399 45400 12 
54544 45400 14 
45217 45401 15 
54516 45401 20 
54443 45401 15 
45218 45402 20 
45401 45402 18 
54442 45402 16 
45219 45403 10 
45402 45403 14 
45220 45404 14 
45403 45404 16 
45221 45405 19 
45404 45405 20 
45222 45406 11 
45405 45406 17 
45223 45407 11 
45406 45407 13 
45224 45408 16 
45407 45408 14 
45225 45409 18 
45408 45409 17 
45226 45410 15 
45409 45410 10 
54515 45410 10 
54584 45411 16 
54505 45411 15 
54583 45412 14 
45411 45412 15 
54582 45413 19 
45412 45413 15 
54581 45414 17 
45413 45414 19 
54504 45414 17 
54569 45415 19 
54494 45415 17 
54568 45416 16 
45415 45416 12 
54567 45417 17 
45416 45417 19 
45227 45418 13 
45417 45418 13 
45228 45419 16 
45418 45419 18 
45229 45420 20 
45419 45420 16 
45230 45421 13 
45420 45421 19 
45231 45422 18 
45421 45422 10 
45232 45423 11 
45422 45423 11 
45233 45424 12 
45423 45424 19 
45234 45425 11 
45424 45425 18 
45235 45426 10 
45425 45426 10 
45236 45427 19 
45426 45427 18 
45237 45428 18 
45427 45428 20 
45238 45429 19 
45428 45429 13 
45239 45430 16 
45429 45430 15 
45240 45431 15 
45430 45431 16 
45241 45432 14 
45431 45432 17 
45242 45433 19 
45432 45433 19 
45243 45434 18 
45433 45434 16 
45244 45435 19 
45434 45435 19 
45245 45436 16 
45435 45436 14 
45246 45437 16 
45436 45437 13 
45247 45438 17 
45437 45438 15 
45248 45439 11 
45438 45439 11 
45249 45440 11 
45439 45440 12 
45250 45441 13 
45440 45441 20 
45251 45442 16 
45441 45442 11 
45252 45443 16 
45442 45443 20 
45253 45444 10 
45443 45444 16 
45254 45445 20 
45444 45445 16 
45255 45446 13 
45445 45446 14 
45256 45447 18 
45446 45447 11 
45257 45448 17 
45447 45448 19 
45258 45449 15 
45448 45449 20 
45259 45450 19 
45449 45450 16 
45260 45451 11 
45450 45451 12 
45261 45452 13 
45451 45452 18 
45262 45453 19 
45452 45453 16 
45263 45454 14 
45453 45454 20 
45264 45455 19 
45454 45455 15 
45265 45456 13 
45455 45456 10 
45266 45457 19 
45456 45457 14 
45267 45458 16 
45457 45458 12 
45268 45459 15 
45458 45459 16 
45269 45460 12 
45459 45460 16 
45270 45461 11 
45460 45461 11 
45271 45462 14 
45461 45462 11 
45272 45463 15 
45462 45463 10 
45273 45464 20 
45463 45464 11 
54566 45465 15 
45464 45465 10 
54493 45465 19 
45274 45466 13 
54473 45466 13 
45275 45467 15 
45466 45467 16 
45276 45468 11 
45467 45468 11 
45277 45469 14 
45468 45469 17 
45278 45470 11 
45469 45470 12 
45279 45471 10 
45470 45471 15 
45280 45472 10 
45471 45472 18 
45281 45473 15 
45472 45473 11 
45282 45474 17 
45473 45474 13 
45283 45475 16 
45474 45475 12 
45284 45476 12 
45475 45476 10 
45285 45477 13 
45476 45477 14 
45286 45478 12 
45477 45478 16 
45287 45479 14 
45478 45479 10 
45288 45480 20 
45479 45480 10 
45289 45481 19 
45480 45481 17 
45290 45482 19 
45481 45482 13 
45291 45483 16 
45482 45483 19 
45292 45484 19 
45483 45484 11 
45293 45485 15 
45484 45485 18 
45294 45486 12 
45485 45486 16 
45295 45487 10 
45486 45487 20 
45296 45488 10 
45487 45488 20 
45297 45489 19 
45488 45489 11 
45298 45490 17 
45489 45490 16 
45299 45491 10 
45490 45491 17 
45300 45492 16 
45491 45492 19 
45301 45493 17 
45492 45493 15 
45302 45494 20 
45493 45494 13 
45303 45495 13 
45494 45495 15 
45304 45496 12 
45495 45496 20 
45305 45497 15 
45306 45498 10 
45497 45498 17 
45307 45499 17 
45498 45499 16 
45308 45500 12 
45499 45500 10 
45309 45501 15 
45500 45501 16 
45310 45502 12 
45501 45502 19 
45311 45503 10 
45502 45503 12 
45312 45504 15 
45503 45504 10 
45313 45505 19 
45504 45505 14 
45314 45506 10 
45505 45506 13 
45315 45507 17 
45506 45507 10 
45316 45508 16 
45507 45508 17 
45317 45509 14 
45508 45509 18 
45318 45510 17 
45509 45510 17 
45319 45511 17 
45510 45511 16 
45320 45512 17 
45511 45512 11 
45321 45513 17 
45512 45513 20 
45322 45514 13 
45513 45514 13 
45323 45515 12 
45514 45515 20 
45324 45516 19 
45515 45516 18 
45325 45517 10 
45516 45517 19 
45326 45518 16 
45517 45518 15 
45327 45519 17 
45518 45519 20 
45328 45520 19 
45519 45520 10 
45329 45521 18 
45520 45521 20 
45330 45522 16 
45521 45522 10 
45331 45523 11 
45522 45523 13 
45332 45524 19 
45523 45524 19 
45333 45525 11 
45524 45525 20 
45334 45526 11 
45525 45526 12 
45335 45527 11 
45526 45527 15 
45336 45528 14 
45527 45528 12 
45337 45529 15 
45528 45529 13 
45338 45530 10 
45529 45530 12 
45339 45531 15 
45530 45531 12 
45340 45532 11 
45531 45532 17 
45341 45533 11 
45532 45533 18 
45342 45534 10 
45533 45534 12 
45343 45535 19 
45534 45535 13 
45344 45536 14 
45535 45536 17 
45345 45537 10 
45536 45537 13 
45346 45538 13 
45537 45538 13 
45347 45539 16 
45538 45539 14 
45348 45540 12 
45539 45540 17 
45349 45541 11 
45540 45541 14 
45350 45542 16 
45541 45542 17 
45351 45543 17 
45542 45543 11 
45352 45544 19 
45543 45544 17 
45353 45545 16 
45544 45545 15 
45354 45546 11 
45545 45546 17 
45355 45547 10 
45546 45547 14 
45356 45548 16 
45547 45548 15 
45357 45549 13 
45548 45549 16 
45358 45550 16 
45549 45550 12 
45359 45551 19 
45550 45551 12 
45360 45552 18 
45551 45552 13 
45361 45553 12 
45552 45553 19 
45362 45554 15 
45553 45554 19 
45363 45555 20 
45554 45555 19 
45364 45556 11 
45555 45556 17 
45365 45557 18 
45556 45557 15 
45366 45558 18 
45557 45558 20 
45367 45559 14 
45558 45559 18 
45368 45560 12 
45559 45560 16 
45369 45561 20 
45560 45561 17 
45370 45562 18 
45561 45562 10 
45371 45563 19 
45562 45563 12 
45372 45564 13 
45563 45564 19 
45373 45565 17 
45564 45565 18 
45374 45566 20 
45565 45566 10 
45375 45567 19 
45566 45567 16 
45376 45568 16 
45567 45568 17 
45377 45569 15 
45568 45569 11 
45378 45570 13 
45569 45570 16 
45379 45571 13 
45570 45571 11 
45380 45572 19 
45571 45572 13 
45381 45573 11 
45572 45573 20 
45382 45574 13 
45573 45574 17 
45383 45575 12 
45574 45575 19 
45384 45576 10 
45575 45576 14 
45385 45577 15 
45576 45577 16 
45386 45578 10 
45577 45578 13 
45387 45579 20 
45578 45579 16 
45388 45580 13 
45579 45580 13 
45389 45581 16 
45580 45581 11 
45390 45582 11 
45581 45582 18 
45391 45583 10 
45582 45583 13 
45392 45584 18 
45583 45584 10 
45393 45585 17 
45584 45585 18 
45394 45586 14 
45585 45586 15 
45395 45587 19 
45586 45587 20 
45396 45588 13 
45587 45588 12 
45397 45589 18 
45588 45589 19 
45398 45590 16 
45589 45590 11 
45399 45591 13 
45590 45591 19 
45400 45592 15 
45591 45592 16 
54472 45592 14 
45403 45593 13 
54442 45593 20 
54368 45593 18 
45404 45594 11 
45593 45594 17 
54367 45594 20 
45405 45595 20 
45594 45595 16 
45406 45596 20 
45595 45596 13 
45407 45597 15 
45596 45597 16 
45408 45598 13 
45597 45598 20 
45409 45599 18 
45598 45599 10 
45410 45600 14 
45599 45600 16 
54441 45600 16 
45411 45601 13 
54431 45601 19 
54355 45601 12 
45412 45602 16 
45601 45602 19 
45413 45603 11 
45602 45603 13 
45414 45604 14 
45603 45604 13 
54504 45605 19 
45604 45605 10 
54430 45605 20 
45415 45606 12 
54421 45606 14 
45416 45607 19 
45606 45607 19 
45417 45608 18 
45607 45608 14 
45418 45609 14 
45608 45609 14 
45419 45610 15 
45609 45610 20 
45420 45611 10 
45610 45611 17 
45421 45612 14 
45611 45612 20 
45422 45613 18 
45612 45613 15 
45423 45614 20 
45613 45614 13 
45424 45615 18 
45614 45615 18 
45425 45616 10 
45615 45616 14 
45426 45617 19 
45616 45617 14 
45427 45618 14 
45617 45618 17 
45428 45619 19 
45618 45619 19 
45429 45620 20 
45619 45620 17 
45430 45621 11 
45620 45621 18 
45431 45622 20 
45621 45622 14 
45432 45623 17 
45622 45623 16 
45433 45624 11 
45623 45624 20 
45434 45625 19 
45624 45625 11 
45435 45626 13 
45625 45626 16 
45436 45627 20 
45626 45627 16 
45437 45628 11 
45627 45628 10 
45438 45629 20 
45628 45629 12 
45439 45630 17 
45629 45630 16 
45440 45631 11 
45630 45631 20 
45441 45632 15 
45631 45632 14 
45442 45633 19 
45632 45633 15 
45443 45634 19 
45633 45634 19 
45444 45635 16 
45634 45635 20 
45445 45636 13 
45635 45636 16 
45446 45637 13 
45636 45637 14 
45447 45638 19 
45637 45638 15 
45448 45639 13 
45638 45639 10 
45449 45640 19 
45639 45640 18 
45450 45641 11 
45640 45641 18 
45451 45642 17 
45641 45642 15 
45452 45643 16 
45642 45643 18 
45453 45644 17 
45643 45644 10 
45454 45645 17 
45644 45645 10 
45455 45646 19 
45645 45646 17 
45456 45647 16 
45646 45647 10 
45457 45648 16 
45647 45648 11 
45458 45649 11 
45648 45649 14 
45459 45650 16 
45649 45650 15 
45460 45651 16 
45650 45651 13 
45461 45652 14 
45651 45652 18 
45462 45653 10 
45652 45653 19 
45463 45654 15 
45653 45654 12 
45464 45655 17 
45654 45655 18 
45465 45656 17 
45655 45656 18 
54420 45656 19 
45466 45657 10 
54400 45657 15 
45467 45658 14 
45657 45658 18 
45468 45659 13 
45658 45659 14 
45469 45660 14 
45659 45660 17 
45470 45661 15 
45660 45661 11 
45471 45662 15 
45661 45662 19 
45472 45663 13 
45662 45663 17 
45473 45664 14 
45663 45664 13 
45474 45665 16 
45664 45665 16 
45475 45666 19 
45665 45666 11 
45476 45667 14 
45666 45667 10 
45477 45668 17 
45667 45668 18 
45478 45669 10 
45668 45669 19 
45479 45670 13 
45669 45670 10 
45480 45671 14 
45670 45671 19 
45481 45672 10 
45671 45672 10 
45482 45673 19 
45672 45673 13 
45483 45674 10 
45673 45674 11 
45484 45675 17 
45674 45675 11 
45485 45676 11 
45675 45676 18 
45486 45677 14 
45676 45677 12 
45487 45678 18 
45677 45678 11 
45488 45679 13 
45678 45679 15 
45489 45680 13 
45679 45680 10 
45490 45681 15 
45680 45681 17 
45491 45682 12 
45681 45682 15 
45492 45683 14 
45682 45683 20 
45493 45684 14 
45683 45684 17 
45494 45685 12 
45684 45685 10 
45495 45686 11 
45685 45686 13 
45496 45687 20 
45686 45687 16 
45497 45688 19 
45498 45689 17 
45688 45689 12 
45499 45690 20 
45689 45690 18 
45500 45691 14 
45690 45691 15 
45501 45692 11 
45691 45692 14 
45502 45693 15 
45692 45693 14 
45503 45694 11 
45693 45694 19 
45504 45695 11 
45694 45695 17 
45505 45696 13 
45695 45696 17 
45506 45697 14 
45696 45697 19 
45507 45698 20 
45697 45698 11 
45508 45699 18 
45698 45699 11 
45509 45700 11 
45699 45700 18 
45510 45701 18 
45700 45701 15 
45511 45702 11 
45701 45702 11 
45512 45703 20 
45702 45703 15 
45513 45704 14 
45703 45704 11 
45514 45705 16 
45704 45705 10 
45515 45706 12 
45705 45706 18 
45516 45707 17 
45706 45707 14 
45517 45708 12 
45707 45708 13 
45518 45709 14 
45708 45709 13 
45519 45710 10 
45709 45710 11 
45520 45711 10 
45710 45711 12 
45521 45712 18 
45711 45712 11 
45522 45713 15 
45712 45713 17 
45523 45714 15 
45713 45714 19 
45524 45715 13 
45714 45715 12 
45525 45716 17 
45715 45716 13 
45526 45717 17 
45716 45717 20 
45527 45718 19 
45717 45718 18 
45528 45719 20 
45718 45719 13 
45529 45720 13 
45719 45720 13 
45530 45721 10 
45720 45721 20 
45531 45722 20 
45721 45722 14 
45532 45723 17 
45722 45723 19 
45533 45724 20 
45723 45724 11 
45534 45725 18 
45724 45725 13 
45535 45726 18 
45725 45726 18 
45536 45727 17 
45726 45727 19 
45537 45728 17 
45727 45728 10 
45538 45729 12 
45728 45729 13 
45539 45730 17 
45729 45730 17 
45540 45731 13 
45730 45731 20 
